part_number,model,light_type,buzzer,voltage,color,mount,ip,db,ma,weight,size,pdf_page,description,source_url,source_page,source_title,category_name,row_no,data_model,data_voltage,data_color,data_ip,data_pl_id,search_text,validation_status
SKTLB-12/24-A,SKTLB,LED,BZ,DC12V-24V,Amber,Direct,IP65,-,880,0.35,105x105,74,Đèn LED vuông SKTLB,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",994,SKTLB,DC12V-24V,Amber,IP65,20,"sktlb-12/24-a sktlb 20 led bz 12/24 dc12v-24v a amber direct 880 0.35 105x105 ip65 74 pdf đèn led vuông sktlb sktl sktl,sktlb,sktlm,sktlbm signal beacons cubic led",imported_from_live_site
SKTLB-12/24-B,SKTLB,LED,BZ,DC12V-24V,Blue,Direct,IP65,-,880,0.35,105x105,74,Đèn LED vuông SKTLB,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",995,SKTLB,DC12V-24V,Blue,IP65,20,"sktlb-12/24-b sktlb 20 led bz 12/24 dc12v-24v b blue direct 880 0.35 105x105 ip65 74 pdf đèn led vuông sktlb sktl sktl,sktlb,sktlm,sktlbm signal beacons cubic led",imported_from_live_site
SKTLB-12/24-G,SKTLB,LED,BZ,DC12V-24V,Green,Direct,IP65,-,880,0.35,105x105,74,Đèn LED vuông SKTLB,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",993,SKTLB,DC12V-24V,Green,IP65,20,"sktlb-12/24-g sktlb 20 led bz 12/24 dc12v-24v g green direct 880 0.35 105x105 ip65 74 pdf đèn led vuông sktlb sktl sktl,sktlb,sktlm,sktlbm signal beacons cubic led",imported_from_live_site
SKTLB-12/24-R,SKTLB,LED,BZ,DC12V-24V,Red,Direct,IP65,-,880,0.35,105x105,74,Đèn LED vuông SKTLB,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",992,SKTLB,DC12V-24V,Red,IP65,20,"sktlb-12/24-r sktlb 20 led bz 12/24 dc12v-24v r red direct 880 0.35 105x105 ip65 74 pdf đèn led vuông sktlb sktl sktl,sktlb,sktlm,sktlbm signal beacons cubic led",imported_from_live_site
SKTLB-12/24-W,SKTLB,LED,BZ,DC12V-24V,White,Direct,IP65,-,880,0.35,105x105,74,Đèn LED vuông SKTLB,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",996,SKTLB,DC12V-24V,White,IP65,20,"sktlb-12/24-w sktlb 20 led bz 12/24 dc12v-24v w white direct 880 0.35 105x105 ip65 74 pdf đèn led vuông sktlb sktl sktl,sktlb,sktlm,sktlbm signal beacons cubic led",imported_from_live_site
SKTLBM-12/24-A,SKTLBM,LED,BZ,DC12V-24V,Amber,Magnet,IP65,-,880,0.42,105x105,75,Đèn LED vuông nam châm SKTLBM,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1004,SKTLBM,DC12V-24V,Amber,IP65,20,"sktlbm-12/24-a sktlbm 20 led bz 12/24 dc12v-24v a amber magnet 880 0.42 105x105 ip65 75 pdf đèn led vuông nam châm sktlbm sktl sktl,sktlb,sktlm,sktlbm signal beacons cubic led",imported_from_live_site
SKTLBM-12/24-B,SKTLBM,LED,BZ,DC12V-24V,Blue,Magnet,IP65,-,880,0.42,105x105,75,Đèn LED vuông nam châm SKTLBM,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1005,SKTLBM,DC12V-24V,Blue,IP65,20,"sktlbm-12/24-b sktlbm 20 led bz 12/24 dc12v-24v b blue magnet 880 0.42 105x105 ip65 75 pdf đèn led vuông nam châm sktlbm sktl sktl,sktlb,sktlm,sktlbm signal beacons cubic led",imported_from_live_site
SKTLBM-12/24-G,SKTLBM,LED,BZ,DC12V-24V,Green,Magnet,IP65,-,880,0.42,105x105,75,Đèn LED vuông nam châm SKTLBM,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1003,SKTLBM,DC12V-24V,Green,IP65,20,"sktlbm-12/24-g sktlbm 20 led bz 12/24 dc12v-24v g green magnet 880 0.42 105x105 ip65 75 pdf đèn led vuông nam châm sktlbm sktl sktl,sktlb,sktlm,sktlbm signal beacons cubic led",imported_from_live_site
SKTLBM-12/24-R,SKTLBM,LED,BZ,DC12V-24V,Red,Magnet,IP65,-,880,0.42,105x105,75,Đèn LED vuông nam châm SKTLBM,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1002,SKTLBM,DC12V-24V,Red,IP65,20,"sktlbm-12/24-r sktlbm 20 led bz 12/24 dc12v-24v r red magnet 880 0.42 105x105 ip65 75 pdf đèn led vuông nam châm sktlbm sktl sktl,sktlb,sktlm,sktlbm signal beacons cubic led",imported_from_live_site
SKTLBM-12/24-W,SKTLBM,LED,BZ,DC12V-24V,White,Magnet,IP65,-,880,0.42,105x105,75,Đèn LED vuông nam châm SKTLBM,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1006,SKTLBM,DC12V-24V,White,IP65,20,"sktlbm-12/24-w sktlbm 20 led bz 12/24 dc12v-24v w white magnet 880 0.42 105x105 ip65 75 pdf đèn led vuông nam châm sktlbm sktl sktl,sktlb,sktlm,sktlbm signal beacons cubic led",imported_from_live_site
SKTLM-12/24-A,SKTLM,LED,-,DC12V-24V,Amber,Magnet,IP65,-,880,0.42,105x105,75,Đèn LED vuông nam châm SKTLM,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",999,SKTLM,DC12V-24V,Amber,IP65,20,"sktlm-12/24-a sktlm 20 led 12/24 dc12v-24v a amber magnet 880 0.42 105x105 ip65 75 pdf đèn led vuông nam châm sktlm sktl sktl,sktlb,sktlm,sktlbm signal beacons cubic led",imported_from_live_site
SKTLM-12/24-B,SKTLM,LED,-,DC12V-24V,Blue,Magnet,IP65,-,880,0.42,105x105,75,Đèn LED vuông nam châm SKTLM,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1000,SKTLM,DC12V-24V,Blue,IP65,20,"sktlm-12/24-b sktlm 20 led 12/24 dc12v-24v b blue magnet 880 0.42 105x105 ip65 75 pdf đèn led vuông nam châm sktlm sktl sktl,sktlb,sktlm,sktlbm signal beacons cubic led",imported_from_live_site
SKTLM-12/24-G,SKTLM,LED,-,DC12V-24V,Green,Magnet,IP65,-,880,0.42,105x105,75,Đèn LED vuông nam châm SKTLM,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",998,SKTLM,DC12V-24V,Green,IP65,20,"sktlm-12/24-g sktlm 20 led 12/24 dc12v-24v g green magnet 880 0.42 105x105 ip65 75 pdf đèn led vuông nam châm sktlm sktl sktl,sktlb,sktlm,sktlbm signal beacons cubic led",imported_from_live_site
SKTLM-12/24-R,SKTLM,LED,-,DC12V-24V,Red,Magnet,IP65,-,880,0.42,105x105,75,Đèn LED vuông nam châm SKTLM,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",997,SKTLM,DC12V-24V,Red,IP65,20,"sktlm-12/24-r sktlm 20 led 12/24 dc12v-24v r red magnet 880 0.42 105x105 ip65 75 pdf đèn led vuông nam châm sktlm sktl sktl,sktlb,sktlm,sktlbm signal beacons cubic led",imported_from_live_site
SKTLM-12/24-W,SKTLM,LED,-,DC12V-24V,White,Magnet,IP65,-,880,0.42,105x105,75,Đèn LED vuông nam châm SKTLM,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1001,SKTLM,DC12V-24V,White,IP65,20,"sktlm-12/24-w sktlm 20 led 12/24 dc12v-24v w white magnet 880 0.42 105x105 ip65 75 pdf đèn led vuông nam châm sktlm sktl sktl,sktlb,sktlm,sktlbm signal beacons cubic led",imported_from_live_site
SM200-110,SM200,Motor Siren,-,AC110V,-,Còi motor SM200,,-,-,-,,120dB,PDF,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1252,SM200,AC110V,,,63,"sm200-110 sm200 63 motor siren 110 ac110v còi motor sm200 120db 183 pdf sm sm30,sm40,sm200,sm400 electronic sounders motor siren",imported_from_live_site
SM200-220,SM200,Motor Siren,-,AC220V,-,Còi motor SM200,,-,-,-,,120dB,PDF,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1253,SM200,AC220V,,,63,"sm200-220 sm200 63 motor siren 220 ac220v còi motor sm200 120db 183 pdf sm sm30,sm40,sm200,sm400 electronic sounders motor siren",imported_from_live_site
SM200-24,SM200,Motor Siren,-,DC24V,-,Còi motor SM200,,-,-,-,,120dB,PDF,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1251,SM200,DC24V,,,63,"sm200-24 sm200 63 motor siren 24 dc24v còi motor sm200 120db 183 pdf sm sm30,sm40,sm200,sm400 electronic sounders motor siren",imported_from_live_site
SM30-110,SM30,Motor Siren,-,AC110V,-,Còi motor SM30,,-,-,-,,110dB,PDF,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1245,SM30,AC110V,,,63,"sm30-110 sm30 63 motor siren 110 ac110v còi motor sm30 110db 182 pdf sm sm30,sm40,sm200,sm400 electronic sounders motor siren",imported_from_live_site
SM30-12,SM30,Motor Siren,-,DC12V,-,Còi motor SM30,,-,-,-,,110dB,PDF,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1243,SM30,DC12V,,,63,"sm30-12 sm30 63 motor siren 12 dc12v còi motor sm30 110db 182 pdf sm sm30,sm40,sm200,sm400 electronic sounders motor siren",imported_from_live_site
SM30-220,SM30,Motor Siren,-,AC220V,-,Còi motor SM30,,-,-,-,,110dB,PDF,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1246,SM30,AC220V,,,63,"sm30-220 sm30 63 motor siren 220 ac220v còi motor sm30 110db 182 pdf sm sm30,sm40,sm200,sm400 electronic sounders motor siren",imported_from_live_site
SM30-24,SM30,Motor Siren,-,DC24V,-,Còi motor SM30,,-,-,-,,110dB,PDF,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1244,SM30,DC24V,,,63,"sm30-24 sm30 63 motor siren 24 dc24v còi motor sm30 110db 182 pdf sm sm30,sm40,sm200,sm400 electronic sounders motor siren",imported_from_live_site
SM40-110,SM40,Motor Siren,-,AC110V,-,Còi motor SM40,,-,-,-,,116dB,PDF,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1249,SM40,AC110V,,,63,"sm40-110 sm40 63 motor siren 110 ac110v còi motor sm40 116db 182 pdf sm sm30,sm40,sm200,sm400 electronic sounders motor siren",imported_from_live_site
SM40-12,SM40,Motor Siren,-,DC12V,-,Còi motor SM40,,-,-,-,,116dB,PDF,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1247,SM40,DC12V,,,63,"sm40-12 sm40 63 motor siren 12 dc12v còi motor sm40 116db 182 pdf sm sm30,sm40,sm200,sm400 electronic sounders motor siren",imported_from_live_site
SM40-220,SM40,Motor Siren,-,AC220V,-,Còi motor SM40,,-,-,-,,116dB,PDF,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1250,SM40,AC220V,,,63,"sm40-220 sm40 63 motor siren 220 ac220v còi motor sm40 116db 182 pdf sm sm30,sm40,sm200,sm400 electronic sounders motor siren",imported_from_live_site
SM40-24,SM40,Motor Siren,-,DC24V,-,Còi motor SM40,,-,-,-,,116dB,PDF,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1248,SM40,DC24V,,,63,"sm40-24 sm40 63 motor siren 24 dc24v còi motor sm40 116db 182 pdf sm sm30,sm40,sm200,sm400 electronic sounders motor siren",imported_from_live_site
SM400-110,SM400,Motor Siren,-,AC110V,-,Còi motor SM400,,-,-,-,,123dB,PDF,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1255,SM400,AC110V,,,63,"sm400-110 sm400 63 motor siren 110 ac110v còi motor sm400 123db 183 pdf sm sm30,sm40,sm200,sm400 electronic sounders motor siren",imported_from_live_site
SM400-220,SM400,Motor Siren,-,AC220V,-,Còi motor SM400,,-,-,-,,123dB,PDF,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1256,SM400,AC220V,,,63,"sm400-220 sm400 63 motor siren 220 ac220v còi motor sm400 123db 183 pdf sm sm30,sm40,sm200,sm400 electronic sounders motor siren",imported_from_live_site
SM400-24,SM400,Motor Siren,-,DC24V,-,Còi motor SM400,,-,-,-,,123dB,PDF,https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1254,SM400,DC24V,,,63,"sm400-24 sm400 63 motor siren 24 dc24v còi motor sm400 123db 183 pdf sm sm30,sm40,sm200,sm400 electronic sounders motor siren",imported_from_live_site
SMCL100-2-110-GA,SMCL100,LED Multi-color,-,AC110V,2 colors,-,IP54,-,-,-,,94-95,Đèn LED đa màu SMCL100 (2 màu),https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1100,SMCL100,AC110V,2 colors,IP54,28,"smcl100-2-110-ga smcl100 28 led multi-color 110 ac110v 2 2 colors ip54 94-95 logic đèn led đa màu smcl100 (2 màu) smcl smcl80,smcl100,smcl125 signal beacons multi-color led",imported_from_live_site
SMCL100-2-110-RA,SMCL100,LED Multi-color,-,AC110V,2 colors,-,IP54,-,-,-,,94-95,Đèn LED đa màu SMCL100 (2 màu),https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1099,SMCL100,AC110V,2 colors,IP54,28,"smcl100-2-110-ra smcl100 28 led multi-color 110 ac110v 2 2 colors ip54 94-95 logic đèn led đa màu smcl100 (2 màu) smcl smcl80,smcl100,smcl125 signal beacons multi-color led",imported_from_live_site
SMCL100-2-110-RG,SMCL100,LED Multi-color,-,AC110V,2 colors,-,IP54,-,-,-,,94-95,Đèn LED đa màu SMCL100 (2 màu),https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1098,SMCL100,AC110V,2 colors,IP54,28,"smcl100-2-110-rg smcl100 28 led multi-color 110 ac110v 2 2 colors ip54 94-95 logic đèn led đa màu smcl100 (2 màu) smcl smcl80,smcl100,smcl125 signal beacons multi-color led",imported_from_live_site
SMCL100-2-12/24-GA,SMCL100,LED Multi-color,-,DC12V-24V,2 colors,-,IP54,-,-,-,,94-95,Đèn LED đa màu SMCL100 (2 màu),https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1097,SMCL100,DC12V-24V,2 colors,IP54,28,"smcl100-2-12/24-ga smcl100 28 led multi-color 12/24 dc12v-24v 2 2 colors ip54 94-95 logic đèn led đa màu smcl100 (2 màu) smcl smcl80,smcl100,smcl125 signal beacons multi-color led",imported_from_live_site
SMCL100-2-12/24-RA,SMCL100,LED Multi-color,-,DC12V-24V,2 colors,-,IP54,-,-,-,,94-95,Đèn LED đa màu SMCL100 (2 màu),https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1096,SMCL100,DC12V-24V,2 colors,IP54,28,"smcl100-2-12/24-ra smcl100 28 led multi-color 12/24 dc12v-24v 2 2 colors ip54 94-95 logic đèn led đa màu smcl100 (2 màu) smcl smcl80,smcl100,smcl125 signal beacons multi-color led",imported_from_live_site
SMCL100-2-12/24-RG,SMCL100,LED Multi-color,-,DC12V-24V,2 colors,-,IP54,-,-,-,,94-95,Đèn LED đa màu SMCL100 (2 màu),https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1095,SMCL100,DC12V-24V,2 colors,IP54,28,"smcl100-2-12/24-rg smcl100 28 led multi-color 12/24 dc12v-24v 2 2 colors ip54 94-95 logic đèn led đa màu smcl100 (2 màu) smcl smcl80,smcl100,smcl125 signal beacons multi-color led",imported_from_live_site
SMCL100-2-220-GA,SMCL100,LED Multi-color,-,AC220V,2 colors,-,IP54,-,-,-,,94-95,Đèn LED đa màu SMCL100 (2 màu),https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1103,SMCL100,AC220V,2 colors,IP54,28,"smcl100-2-220-ga smcl100 28 led multi-color 220 ac220v 2 2 colors ip54 94-95 logic đèn led đa màu smcl100 (2 màu) smcl smcl80,smcl100,smcl125 signal beacons multi-color led",imported_from_live_site
SMCL100-2-220-RA,SMCL100,LED Multi-color,-,AC220V,2 colors,-,IP54,-,-,-,,94-95,Đèn LED đa màu SMCL100 (2 màu),https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1102,SMCL100,AC220V,2 colors,IP54,28,"smcl100-2-220-ra smcl100 28 led multi-color 220 ac220v 2 2 colors ip54 94-95 logic đèn led đa màu smcl100 (2 màu) smcl smcl80,smcl100,smcl125 signal beacons multi-color led",imported_from_live_site
SMCL100-2-220-RG,SMCL100,LED Multi-color,-,AC220V,2 colors,-,IP54,-,-,-,,94-95,Đèn LED đa màu SMCL100 (2 màu),https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1101,SMCL100,AC220V,2 colors,IP54,28,"smcl100-2-220-rg smcl100 28 led multi-color 220 ac220v 2 2 colors ip54 94-95 logic đèn led đa màu smcl100 (2 màu) smcl smcl80,smcl100,smcl125 signal beacons multi-color led",imported_from_live_site
SMCL100-3-110-RAG,SMCL100,LED Multi-color,-,AC110V,3 colors,-,IP54,-,-,-,,94-95,Đèn LED đa màu SMCL100 (3 màu),https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1105,SMCL100,AC110V,3 colors,IP54,28,"smcl100-3-110-rag smcl100 28 led multi-color 110 ac110v 3 3 colors ip54 94-95 logic đèn led đa màu smcl100 (3 màu) smcl smcl80,smcl100,smcl125 signal beacons multi-color led",imported_from_live_site
SMCL100-3-12/24-RAG,SMCL100,LED Multi-color,-,DC12V-24V,3 colors,-,IP54,-,-,-,,94-95,Đèn LED đa màu SMCL100 (3 màu),https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1104,SMCL100,DC12V-24V,3 colors,IP54,28,"smcl100-3-12/24-rag smcl100 28 led multi-color 12/24 dc12v-24v 3 3 colors ip54 94-95 logic đèn led đa màu smcl100 (3 màu) smcl smcl80,smcl100,smcl125 signal beacons multi-color led",imported_from_live_site
SMCL100-3-220-RAG,SMCL100,LED Multi-color,-,AC220V,3 colors,-,IP54,-,-,-,,94-95,Đèn LED đa màu SMCL100 (3 màu),https://qlight.vn/san-pham/den-canh-bao/,san-pham-den-canh-bao,Catalog đèn cảnh báo Qlight | Sounder & Beacon Qlight Vietnam,"Catalog đèn cảnh báo, còi báo và beacon Qlight",1106,SMCL100,AC220V,3 colors,IP54,28,"smcl100-3-220-rag smcl100 28 led multi-color 220 ac220v 3 3 colors ip54 94-95 logic đèn led đa màu smcl100 (3 màu) smcl smcl80,smcl100,smcl125 signal beacons multi-color led",imported_from_live_site
